67,0.054642355045862
79,0.3792476176604351
18,0.04287084003692
25,0.0136468413543208
82,0.0329862031630682
0,0.0910029205876446
14,0.2922978275517696
16,0.1084693891757468
56,0.010607392032841
70,0.0419790826588706
37,0.2714399142320503
91,0.1261543412593936
78,0.0579826435823503
39,0.1335855857733157
24,0.1743737023355786
69,0.309736733177898
1,0.1009437071151038
6,0.181047508052709
38,0.0324401988672602
50,0.5444821693198983
4,0.1155319294768992
13,0.2860184414499376
88,0.0905598273721222
85,0.1045941746329543
8,0.1269491411407904
29,0.2695304130849127
95,0.0220306521823256
2,0.1250759692718355
74,0.2412122354432432
11,0.1968363028106316
60,0.2863578411487975
33,0.1743737023355786
76,0.26300709966615
63,0.1509976119335055
66,0.0177276367644016
83,0.120585203449662
19,0.2411164450387865
41,0.2030885671436469
61,0.5444821693198983
93,0.0016905724200546
89,0.2104182059840391
87,0.1040313141335965
28,0.1666323323488466
51,0.0521033631366882
15,0.2812815897960281
71,0.010607392032841
64,0.1668709693862731
81,0.0018545892573989
52,0.049314701332374
49,0.1668709693862731
55,0.2104182059840391
72,0.0790379388457217
7,0.1492587919624541
58,0.26300709966615
46,0.0206156932284836
98,0.0060273759647276
92,0.0600808976618953
27,0.0324401988672602
40,0.1686353472629825
10,0.3018684025406385
3,0.1690155820639615
31,0.1451519025515977
68,0.1946599191776539
9,0.1396493556303268
44,0.1666323323488466
42,0.133671437721391
5,0.1444748315810746
86,0.0009727491342291
47,0.0965526428696769
